code,印度尼西亚 Indonesian
BJbangz_zhuyi5,"5. Limits are separated into ante, perfect pair, 21+3 and side bets. Please check in the limits screen."
BJbangz_zhuyi6,"6. If an error occurs during the game such as a network disconnection or freezing, the system will automatically cancel the game and initiate a pay out to all betting players."
BJbangz_pangz,Side Bets
BJbangz_pangz1,1. Unseated players can place side bets for all seats.
BJbangz_pangz2,2. Seated players are allowed to place side bets on seats other than their own.
BJbangz_pangz3,"3. The odds for side betting players are the same as seated players', and are determined by the hands in the corresponding seat."
BJbangz_pangz4,4. The following are actions taken by the seated player and the side better's corresponding actions:
BJbangz_pangz4_1,Surrender: Side better surrenders along with the seated player and gets half of the bet amount back.
BJbangz_pangz4_2,Buy Insurance: Side better does not buy insurance with the player.
BJbangz_pangz4_3,Double: Side better can choose whether to double.
BJbangz_pangz4_4,Split: Side better can choose whether to split. The system will settle bets based on the first hand by default.
BJseat,Kursi
BJ_Queuedrequest,"Fungsi antri hanya dapat digunakan dalam versi vertikal,
 Apakah yakin mau ganti menjadi versi horizontal?
 Jika iya, maka akan membatalkan permintaan antri Anda, terima kasih"
BJ_warning_server_unavailable,"Server sedang dalam pemeliharaan, silahkan coba ulang setelah beberapa saat"
for_roomnotsupport_message,Ruangan tidak mendukung
BJ_meassage,"Setelah masuk ke Real Black Jack, game Anda saat ini akan langsung ditutup, apakah Anda yakin?"
message_06,Niu Niu Coming Back
Sicbo_message,Sicbo telah live!
BJtishi_dairu,Menunggu kursi
BJtishi_dashangx,"Terlalu banyak orang yang antri saat ini, silakan coba lagi nanti"
BJ_meassage1,Apakah Anda yakin ingin membatalkan antrian kali ini?
BJ_meassage2,Apakah Anda yakin ingin membatalkan untuk masuk?
g_sw_token_invalid_1,"Percakapan berakhir, silakan login ulang"
game_no_player_to_bet,Tidak ada pemain yang bet di ronde ini
BJ_meassage3,"Kursi akan disediakan untuk Anda selama %s ronde
Jika tidak bergabung di meja judi dalam %s ronde, akan dianggap batal"
BJ_meassage4,"Fungsi Antri hanya terbuka untuk Real Blackjack, semua game dapat melakukan antrian untuk memasuki Real Blackjack melalui halaman antri"
BJ_meassage5,"Selama mengantri, Anda tetap dapat memainkan game lain, tidak perlu menunggu dalam game Real Blackjack"
BJ_meassage6,"Ketika antrian selesai, tidak peduli Anda sedang berada di halaman game apapun, sistem akan secara otomatis memberitahu Anda untuk masuk"
BJ_meassage7,"Ketika antrian berhasil, Anda dapat memilih “Segera masuk” atau “Masuk nanti” ke kursi"
BJ_meassage8,"Jika memilih “Masuk nanti”, kursi di meja judi akan disediakan untuk Anda hingga akhir ronde berikutnya, selama periode tersebut, Anda juga dapat menggunakan tombol “Segera masuk” untuk duduk"
BJtishi_5chip,Harus memasang 5 buah chip
Re-election_chip,Silakan pilih ulang chip untuk bet
g_warning_network_error_1,"Koneksi jaringan tidak tersedia, silahkan cek pengaturan anda"
video_message,"Terputus dari server video, sedang menyambung kembali"
video_message_01,"Sinyal video tidak stabil, apakah mau mengganti tingkat resolusi demi meningkatkan kelancaran?"
message_07,Game Mesin Slot baru sedang menunggumu untuk memainkannya
test,test
